F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-null,F3-boolean,F3-FileInputStream,F3-char,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F3-Comparable,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-BytesRef,F12-NA,F12-FST,F12-boolean,F12-Logger,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-double,F12-Token,F12-Charset,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-List<String>,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-Character,F2-File,F2-HTMLStripCharFilter,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.util.HashMap,F6-java.lang.UnsupportedOperationException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.StringBuilder,F6-org.apache.solr.search.HashQParserPlugin.ZeroHash,F6-org.apache.solr.client.solrj.impl.ZkStateReader,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-load,F1-getName,F1-toString,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-TermVectorsReader,F9-bits,F9-request,F9-name,F9-a,F9-field,F9-map,F9-indexedField,F9-numDeadServersToTry,F9-nvPairs,F9-expirationThresholdMilllis,F9-saveAs,F9-min,F9-source,F9-NA,F9-copy2Dir,F9-cached,F9-params,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalFsFile,F8-TernaryTree,F8-BytesHash,F8-ReaderWrapper,F8-DirectoryFile,F8-Correction,F8-ToParentBlockJoinFieldComparator,F8-MockDirectoryWrapper,F8-HashCollector,F8-SolrCore,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ShardRequestAndParams,F8-ElevationObj,F8-Frame,F8-Block,F8-Req,F8-CompoundToken,F11-val,F11-term,F11-scorer,F11-NA,F11-collection,F11-log,F11-startOffset,F11-failedPings,F11-field,F11-EOF,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-UTF_8,F11-fst,F11-query,F11-comp,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-buschmi@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,label
8703,org/apache/lucene/replicator,org/apache/lucene/replicator/LocalReplicator.java,687,TRUE,8,10,197,3,3,89,1,20,0.856275304,159,54,0.339622642,0.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,MT_CORRECTNESS,8.07E-04,UG_SYNC_SET_UNSYNC_GET,14,2,1,0.001704822,4.87E-04,2.44E-04,-1,0,0,0.333333333,0.295307783,-1,0.003498385,0.009149623,0.295307783,-1,-1,3,4812,687,8703,72,0,0,4,68,76,0.035676518,2,2,0,4,0,0,0,1.33E-04,0,854,0,50,4,0,908,804,0.047792901,2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,25862,386,4277,open
8703,org/apache/lucene/replicator,org/apache/lucene/replicator/ReplicationClient.java,687,TRUE,71,13,197,4,6,89,14,20,0.622596154,249,127,0.510040161,0.809859155,38,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.031485468,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,0.001704822,2.44E-04,2.44E-04,-1,0.299145299,0.004764941,0.388921626,0.591203304,-0.222222222,0.018299247,0.165231432,0.591203304,-1,-1,3,4812,687,8703,72,0,0,4,68,76,0.035676518,6,6,0,12,0,0,0,3.97E-04,0,854,0,50,4,0,908,804,0.047792901,2851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6742,25862,386,4277,open
8703,org/apache/lucene/replicator,org/apache/lucene/replicator/RevisionFile.java,687,TRUE,4,4,197,1,4,89,1,20,0.762711864,24,26,1.083333333,0.5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,BAD_PRACTICE,0.001076426,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,16,2,2,0.001704822,4.87E-04,4.87E-04,-1,0,0,0.132669983,0.27613288,-0.75,0.003229279,0.019106566,0.27613288,-1,-1,2,4812,687,8703,72,0,0,4,68,76,0.035676518,45,0,0,45,0,45,0,0.006339814,0,854,0,50,4,0,908,804,0.047792901,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8175,25862,386,4277,open
8703,org/apache/lucene/replicator,org/apache/lucene/replicator/RevisionFile.java,687,TRUE,4,4,197,1,4,89,1,20,0.762711864,24,26,1.083333333,0.625,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,BAD_PRACTICE,0.012917115,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,2,0.001704822,4.87E-04,4.87E-04,-1,0,0,0.132669983,0.27613288,-0.791666667,0.003229279,0.019106566,0.27613288,-1,-1,2,4812,687,8703,72,0,0,4,68,76,0.035676518,45,0,0,45,0,45,0,0.006339814,0,854,0,50,4,0,908,804,0.047792901,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8175,25862,386,4277,open
8703,org/apache/lucene/replicator/http,org/apache/lucene/replicator/http/HttpClientBase.java,687,TRUE,0,14,171,2,0,24,1,10,0.796363636,177,72,0.406779661,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,BAD_PRACTICE,0.011571582,DE_MIGHT_IGNORE,19,3,1,9.74E-04,4.87E-04,2.44E-04,-1,0.139534884,0.003001622,0.132669983,0.27613288,-0.604651163,0.003229279,0.019106566,0.27613288,-1,-1,5,4812,687,8703,17,0,0,0,17,17,0.141666667,23,37,1,61,0,-14,0,0.20976431,0,123,0,40,1,0,164,83,0.198222889,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6396,25862,386,4277,open
8703,org/apache/lucene/replicator/http,org/apache/lucene/replicator/http/HttpClientBase.java,687,TRUE,0,14,171,2,7,24,1,10,0.690909091,177,72,0.406779661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,PERFORMANCE,0.066469322,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,9.74E-04,4.87E-04,0,0,0.299595142,0.011657661,0.326896552,0.167185868,-0.267206478,0.004036598,0.060010764,0.167185868,-1,-1,5,4812,687,8703,17,0,0,0,17,17,0.141666667,23,37,1,61,0,-14,0,0.20976431,0,123,0,40,1,0,164,83,0.198222889,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6396,25862,386,4277,open
8703,org/apache/lucene/replicator/http,org/apache/lucene/replicator/http/HttpReplicator.java,687,TRUE,0,5,171,4,6,24,1,10,0.923809524,72,23,0.319444444,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,PERFORMANCE,0.066469322,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,9.74E-04,2.44E-04,0,0,0.299595142,0.011657661,0.326896552,0.167185868,-0.267206478,0.004036598,0.060010764,0.167185868,-1,-1,4,4812,687,8703,17,0,0,0,17,17,0.141666667,82,2,0,84,0,80,0,0.016394586,0,123,0,40,1,0,164,83,0.198222889,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6396,25862,386,4277,open
10958,org/apache/lucene/sandbox/queries,org/apache/lucene/sandbox/queries/FuzzyLikeThisQuery.java,919,TRUE,0,9,292,4,6,36,1,15,0.343832021,277,68,0.245487365,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,PERFORMANCE,0.024757804,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.00243546,4.87E-04,0,0,0.260869565,0.010712035,0.326896552,0.167185868,-0.336956522,0.004036598,0.060010764,0.167185868,-1,-1,16,11090,1319,14981,20,0,0,399,-379,419,0.161984294,349,324,39,712,0,25,0,0.031676367,0,1011,0,1313,39,0,2363,-302,0.0447942,2851,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,6742,25862,287,4178,open
10958,org/apache/lucene/sandbox/queries,org/apache/lucene/sandbox/queries/FuzzyLikeThisQuery.java,919,TRUE,0,9,292,4,0,36,1,15,0.923884514,277,68,0.245487365,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,STYLE,0.017491927,FE_FLOATING_POINT_EQUALITY,20,3,1,0.00243546,4.87E-04,2.44E-04,-1,0.353846154,0.005196342,0.388921626,0.591203304,-0.123076923,0.018299247,0.165231432,0.591203304,-1,-1,16,11090,1319,14981,20,0,0,399,-379,419,0.161984294,349,324,39,712,0,25,0,0.031676367,0,1011,0,1313,39,0,2363,-302,0.0447942,2851,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,6742,25862,287,4178,open
14981,org/apache/lucene/sandbox/queries/regex,org/apache/lucene/sandbox/queries/regex/JakartaRegexpCapabilities.java,1319,TRUE,0,5,214,3,0,23,1,11,0.292397661,105,41,0.39047619,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,MALICIOUS_CODE,0.002152853,DP_DO_INSIDE_DO_PRIVILEGED,20,3,2,0.00121773,9.74E-04,4.87E-04,1,0.75,0.015625,0.351851852,0.160671581,0.5,0.003498385,0.033369214,0.160671581,1,1,5,11090,1319,14981,17,0,0,0,17,17,0.006493506,6,131,0,137,0,-125,0,5.51E-04,0,143,0,433,0,0,576,-290,0.010797164,1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,25862,386,4277,close
14981,org/apache/lucene/sandbox/queries/regex,org/apache/lucene/sandbox/queries/regex/JakartaRegexpCapabilities.java,1319,TRUE,0,5,214,3,0,23,1,11,0.280701754,105,41,0.39047619,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,STYLE,0.04467169,REC_CATCH_EXCEPTION,20,3,2,0.00121773,9.74E-04,4.87E-04,1,0.253012048,0.004295385,0.388921626,0.591203304,-0.277108434,0.018299247,0.165231432,0.591203304,1,1,5,11090,1319,14981,17,0,0,0,17,17,0.006493506,6,131,0,137,0,-125,0,5.51E-04,0,143,0,433,0,0,576,-290,0.010797164,1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,25862,386,4277,close
14981,org/apache/lucene/sandbox/queries/regex,org/apache/lucene/sandbox/queries/regex/JakartaRegexpCapabilities.java,1319,TRUE,0,5,214,3,0,23,1,11,0.964912281,105,41,0.39047619,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,STYLE,0.04467169,REC_CATCH_EXCEPTION,17,2,1,0.00121773,9.74E-04,2.44E-04,1,0.253012048,0.004295385,0.388921626,0.591203304,-0.277108434,0.018299247,0.165231432,0.591203304,1,1,5,11090,1319,14981,17,0,0,0,17,17,0.006493506,6,131,0,137,0,-125,0,5.51E-04,0,143,0,433,0,0,576,-290,0.010797164,1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,25862,386,4277,close
14981,org/apache/lucene/sandbox/queries/regex,org/apache/lucene/sandbox/queries/regex/JakartaRegexpCapabilities.java,1319,TRUE,0,5,214,3,5,23,1,11,0.67251462,105,41,0.39047619,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,PERFORMANCE,0.024757804,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.00121773,9.74E-04,0,0,0.260869565,0.010712035,0.326896552,0.167185868,-0.336956522,0.004036598,0.060010764,0.167185868,1,1,5,11090,1319,14981,17,0,0,0,17,17,0.006493506,6,131,0,137,0,-125,0,5.51E-04,0,143,0,433,0,0,576,-290,0.010797164,1794,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5685,25862,386,4277,close
