F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-URL[],F16-String,F16-Manifest,F16-Reader,F16-PrintStream,F16-File,F16-DateFormat,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F7--,F7-/,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Vector,F12-Method,F12-String,F12-AssertionFailedError,F12-HandlerType,F12-URL,F12-Reference,F12-File,F12-FileUtils,F12-ArrayList,F12-UnparseableExtraFieldData,F12-Union,F12-Path,F12-LinkedHashMap,F12-MailMessage,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-NA,F2-StringBuffer,F2-DateFormatFactory,F2-Vector,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-List,F2-MockProject,F2-OutputStream,F2-Enumeration,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-NA,F6-java.lang.Long,F6-java.io.InputStreamReader,F6-java.util.Vector,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.lang.Integer,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F1-delete,F1-NA,F1-next,F1-iterator,F1-assertEquals,F1-getInstance,F1-get,F1-indexOf,F1-listFiles,F1-equals,F1-toLowerCase,F1-getProperty,F1-resolveFile,F1-load,F1-createTempFile,F1-log,F1-mkdirs,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.util.HashMap,F9-anonymousSchema,F9-ignoreSystemclasses,F9-uname,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-key,F9-keys,F9-method,F9-todir,F9-genericJarSuffix,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-buildfile,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-Iterator,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-AbstractCvsTask,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-EjbJar,F8-JDBCTask,F8-DirectoryScanner,F8-SchemaValidate,F8-MailMessage,F8-MethodAndObject,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-AntTypeDefinition,F8-Javac,F11-msg,F11-description,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-type,F11-error,F11-externalAttributes,F11-unparseableExtra,F11-extraFields,F11-ref,F11-platform,F11-unlessCond,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,label
13494,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Ant.java,4005,TRUE,100,29,23220,4,0,3173,19,407,0.550415184,454,305,0.671806167,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,8,BAD_PRACTICE,0.007544007,DE_MIGHT_IGNORE,19,3,1,0.306938776,0.006530612,8.16E-04,1,0.333333333,0.008888889,0.308300395,0.45773666,-0.333333333,0.005867561,0.062866723,0.45773666,-0.35106383,-0.25,54,5954,2697,6988,128,0,22,164,-36,314,0.010547446,2312,810,76,3198,0,1502,0,0.139394496,0,74661,0,51711,5511,0,131883,22950,0.078845312,386,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1420,13497,20,1054,1
13494,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Ant.java,4005,TRUE,44,29,23220,4,16,3173,10,407,0.246737841,454,305,0.671806167,0.363636364,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,8,I18N,0.134953898,DM_DEFAULT_ENCODING,19,1,1,0.306938776,0.006530612,8.16E-04,-1,0.236024845,0.090158559,0.206521739,0.005440208,-0.527950311,8.38E-04,0.03101425,0.005440208,-0.35106383,-0.25,99,7968,3189,9002,128,0,22,164,-36,314,0.010547446,2312,810,76,3198,0,1502,0,0.139394496,0,74661,0,51711,5511,0,131883,22950,0.078845312,386,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1420,13497,20,1054,0
13494,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Ant.java,4005,TRUE,3,29,23220,4,6,3173,1,407,0.338671412,454,305,0.671806167,0.833333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,8,BAD_PRACTICE,0.050293378,NM_CONFUSING,19,3,0,0.306938776,0.006530612,4.08E-04,0.5,0.366666667,0.009288889,0.308300395,0.45773666,-0.266666667,0.005867561,0.062866723,0.45773666,-0.35106383,-0.25,163,12460,4005,13494,128,0,22,164,-36,314,0.010547446,2312,810,76,3198,0,1502,0,0.139394496,0,74661,0,51711,5511,0,131883,22950,0.078845312,386,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1420,13497,20,1054,1
13494,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Ant.java,4005,TRUE,3,29,23220,4,6,3173,1,407,0.349940688,454,305,0.671806167,0.833333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,8,BAD_PRACTICE,0.050293378,NM_CONFUSING,19,3,0,0.306938776,0.006530612,4.08E-04,0.5,0.366666667,0.009288889,0.308300395,0.45773666,-0.266666667,0.005867561,0.062866723,0.45773666,-0.35106383,-0.25,163,12460,4005,13494,128,0,22,164,-36,314,0.010547446,2312,810,76,3198,0,1502,0,0.139394496,0,74661,0,51711,5511,0,131883,22950,0.078845312,386,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1420,13497,20,1054,1
13494,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Ant.java,4005,TRUE,36,29,23220,4,12,3173,7,407,0.701067616,454,305,0.671806167,0.305555556,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,8,STYLE,0.03101425,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,4,0.306938776,0.006530612,0.003265306,-1,0.216216216,0.005648892,0.253298153,0.448765692,-0.567567568,0.005867561,0.077954736,0.448765692,-0.35106383,-0.25,128,10130,3305,11164,128,0,22,164,-36,314,0.010547446,2312,810,76,3198,0,1502,0,0.139394496,0,74661,0,51711,5511,0,131883,22950,0.078845312,386,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1420,13497,20,1054,0
13494,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Ant.java,4005,TRUE,36,29,23220,4,16,3173,7,407,0.71886121,454,305,0.671806167,0.666666667,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,8,STYLE,0.03101425,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,4,0.306938776,0.006530612,0.003265306,-1,0.216216216,0.005648892,0.253298153,0.448765692,-0.567567568,0.005867561,0.077954736,0.448765692,-0.35106383,-0.25,95,7859,3185,8893,128,0,22,164,-36,314,0.010547446,2312,810,76,3198,0,1502,0,0.139394496,0,74661,0,51711,5511,0,131883,22950,0.078845312,386,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1420,13497,20,1054,0
13494,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Ant.java,4005,TRUE,36,29,23220,4,0,3173,7,407,0.705812574,454,305,0.671806167,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,8,STYLE,0.038558256,REC_CATCH_EXCEPTION,17,2,4,0.306938776,0.006530612,0.003265306,-1,0.456521739,0.008270321,0.253298153,0.448765692,-0.086956522,0.005867561,0.077954736,0.448765692,-0.35106383,-0.25,163,12460,4005,13494,128,0,22,164,-36,314,0.010547446,2312,810,76,3198,0,1502,0,0.139394496,0,74661,0,51711,5511,0,131883,22950,0.078845312,386,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1420,13497,20,1054,0
6832,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AntStructure.java,2667,TRUE,38,5,23220,4,16,3173,6,407,0.194672131,316,124,0.392405063,0.289473684,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,I18N,0.134953898,DM_DEFAULT_ENCODING,19,1,1,0.306938776,0.001632653,8.16E-04,-1,0.236024845,0.090158559,0.206521739,0.005440208,-0.527950311,8.38E-04,0.03101425,0.005440208,-0.35106383,0,78,12248,3824,13282,128,0,22,164,-36,314,0.010547446,798,469,27,1294,0,329,0,0.125532385,0,74661,0,51711,5511,0,131883,22950,0.078845312,187,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1221,13497,20,1054,0
6832,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AntStructure.java,2667,TRUE,0,5,23220,4,0,3173,1,407,0.840163934,316,124,0.392405063,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,STYLE,0.038558256,REC_CATCH_EXCEPTION,17,2,1,0.306938776,0.001632653,8.16E-04,1,0.456521739,0.008270321,0.253298153,0.448765692,-0.086956522,0.005867561,0.077954736,0.448765692,-0.35106383,0,6,2266,1491,3300,128,0,22,164,-36,314,0.010547446,798,469,27,1294,0,329,0,0.125532385,0,74661,0,51711,5511,0,131883,22950,0.078845312,187,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1221,13497,20,1054,1
13033,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AntStructureTest.java,3754,TRUE,3,5,23220,2,4,3173,1,407,0.422680412,63,24,0.380952381,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,CORRECTNESS,0.071248952,IJU_TEARDOWN_NO_SUPER,7,2,1,0.306938776,0.001632653,8.16E-04,-1,0.764705882,0.016357345,0.690265487,0.248692452,0.529411765,0,0.065381391,0.248692452,-0.35106383,-1,12,11999,3754,13033,128,0,22,164,-36,314,0.010547446,86,130,1,217,0,-44,0,0.015890998,0,74661,0,51711,5511,0,131883,22950,0.078845312,2618,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3653,13497,20,1054,0
13033,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AntStructureTest.java,3754,TRUE,0,5,23220,2,0,3173,1,407,0.969072165,63,24,0.380952381,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,STYLE,0.09052808,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.306938776,0.001632653,8.16E-04,-1,0.12962963,0.00376086,0.253298153,0.448765692,-0.740740741,0.005867561,0.077954736,0.448765692,-0.35106383,-1,3,3426,1920,4460,128,0,22,164,-36,314,0.010547446,86,130,1,217,0,-44,0,0.015890998,0,74661,0,51711,5511,0,131883,22950,0.078845312,2618,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3653,13497,20,1054,0
13033,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AntTest.java,3754,TRUE,3,37,23220,5,4,3173,1,407,0.088803089,423,23,0.054373522,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,CORRECTNESS,0.071248952,IJU_TEARDOWN_NO_SUPER,7,2,1,0.306938776,0.004897959,8.16E-04,-1,0.764705882,0.016357345,0.690265487,0.248692452,0.529411765,0,0.065381391,0.248692452,-0.35106383,-0.666666667,35,11999,3754,13033,128,0.002538071,22,164,-36,314,0.010547446,209,500,4,713,1,-291,0,0.072970616,1,74661,0,51711,5511,-1,131883,22950,0.078845312,34,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1068,13497,20,1054,0
13033,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AntTest.java,3754,TRUE,12,37,23220,5,7,3173,2,407,0.276061776,423,23,0.054373522,0.659722222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,BAD_PRACTICE,0.050293378,NM_CONFUSING,19,3,0,0.306938776,0.004897959,4.08E-04,0.5,0.366666667,0.009288889,0.308300395,0.45773666,-0.266666667,0.005867561,0.062866723,0.45773666,-0.35106383,-0.666666667,35,11999,3754,13033,128,0.002538071,22,164,-36,314,0.010547446,209,500,4,713,1,-291,0,0.072970616,1,74661,0,51711,5511,-1,131883,22950,0.078845312,34,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1068,13497,20,1054,1
