F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-PreparedStatement,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-Node,F3-String[],F3-Arguments,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-JTextComponent,F2-Entry<Object Object>,F2-AbstractVisualizer,F2-AbstractButton,F2-ExecutorService,F2-Matcher,F2-AnnotatedTestCase,F2-String,F2-HashTree,F2-MailerModel,F2-Element,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-Attribute,F2-Statement,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.jmeter.protocol.jms.sampler.CollectionProperty,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.File,F6-java.lang.String,F6-java.io.OutputStreamWriter,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-valueOf,F1-setSelected,F1-promptToSaveFile,F1-setDelay,F1-getKey,F1-exit,F1-setText,F1-setArguments,F5-java.util.zip.InflaterInputStream,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-random,F9-keyStore,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-JMeterProperty,F4-JTextField,F4-Object,F4-void,F4-List,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F4-CallableStatement,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,label
4552,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeTransferHandler.java,805,TRUE,54,8,518,3,8,68,9,8,0.737341772,216,40,0.185185185,0.425925926,31,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,STYLE,0.017973856,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.010174419,0.002906977,0.001453488,-1,0.090909091,0.003935458,0.386363636,0.433865448,-0.818181818,0.183006536,0.163398693,0.433865448,-1,-1,5,1706,805,4552,2,0,0,2,0,4,0.003724395,85,40,15,140,0,45,0,0.187041374,0,670,0,777,25,0,1472,-107,0.075044916,784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3629,14044,158,3003,open
4849,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/FileListPanel.java,945,TRUE,27,15,2231,1,12,249,7,45,0.945701357,144,40,0.277777778,0.518518519,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,STYLE,0.024509804,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.01744186,0.002906977,0.001453488,-1,0.266666667,0.009312169,0.386363636,0.433865448,-0.466666667,0.183006536,0.163398693,0.433865448,-1,-1,10,5619,2550,8465,9,0,0,9,0,18,0.002624672,279,18,2,299,0,261,0,0.081331464,0,4748,0,2457,124,0,7329,2291,0.093011354,496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3341,14044,2,2847,open
8238,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/HeaderAsPropertyRenderer.java,2421,TRUE,4,4,2231,1,8,249,1,45,0.577777778,46,34,0.739130435,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,MALICIOUS_CODE,0.032679739,EI_EXPOSE_REP2,18,2,1,0.01744186,0.001453488,0.001453488,-1,0.1,0.018,0.205882353,0.112885699,-0.8,0.003267974,0.008169935,0.112885699,-1,-1,1,460,215,3306,9,0,0,9,0,18,0.002624672,20,5,3,28,0,15,0,0.086327961,0,4748,0,2457,124,0,7329,2291,0.093011354,379,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3224,14044,2,2847,open
6548,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/IconToolbarBean.java,1346,TRUE,11,6,2231,1,0,249,1,45,0.660194175,48,39,0.8125,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,STYLE,0.091503268,REC_CATCH_EXCEPTION,20,3,1,0.01744186,0.001453488,0.001453488,-1,0.214285714,0.008017493,0.386363636,0.433865448,-0.553571429,0.183006536,0.163398693,0.433865448,-1,-1,7,3702,1346,6548,9,0,0,9,0,18,0.002624672,14,15,0,29,0,-1,0,0.193576389,0,4748,0,2457,124,0,7329,2291,0.093011354,330,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3175,14044,2,2847,open
7485,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/JMeterMenuBar.java,1953,TRUE,9,35,2231,2,8,249,1,45,0.812720848,585,122,0.208547009,0.777777778,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,STYLE,0.003267974,DLS_DEAD_LOCAL_STORE,20,3,1,0.01744186,0.004360465,0.001453488,-1,0,0,0.386363636,0.433865448,-1,0.183006536,0.163398693,0.433865448,-1,-1,18,3734,1355,6580,9,0,0,9,0,18,0.002624672,1373,354,30,1757,0,1019,0,0.107548078,0,4748,0,2457,124,0,7329,2291,0.093011354,462,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3307,14044,2,2847,open
7485,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/JMeterMenuBar.java,1953,TRUE,46,35,2231,2,0,249,8,45,0.305064782,585,122,0.208547009,1,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,STYLE,0.091503268,REC_CATCH_EXCEPTION,20,3,1,0.01744186,0.004360465,0.001453488,-1,0.214285714,0.008017493,0.386363636,0.433865448,-0.553571429,0.183006536,0.163398693,0.433865448,-1,-1,77,10915,4706,13761,9,0,0,9,0,18,0.002624672,1373,354,30,1757,0,1019,0,0.107548078,0,4748,0,2457,124,0,7329,2291,0.093011354,462,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,3307,14044,2,2847,open
7485,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/MenuInfo.java,1953,TRUE,3,4,2231,1,8,249,1,45,1.098214286,26,20,0.769230769,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,BAD_PRACTICE,0.032679739,NM_CONFUSING,19,3,0,0.01744186,0.001453488,7.27E-04,-0.5,0.45,0.0309375,0.448275862,0.0957247,-0.1,0.032679739,0.02124183,0.0957247,-1,-1,2,5619,2550,8465,9,0,0,9,0,18,0.002624672,20,44,1,65,0,-24,0,0.00160343,0,4748,0,2457,124,0,7329,2291,0.093011354,4639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7485,14044,2,2847,open
7860,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/PowerTableModel.java,2146,TRUE,7,22,2231,1,8,249,3,45,0.176470588,183,42,0.229508197,0.857142857,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,MALICIOUS_CODE,0.032679739,EI_EXPOSE_REP2,18,2,1,0.01744186,0.002906977,0.001453488,-1,0.1,0.018,0.205882353,0.112885699,-0.8,0.003267974,0.008169935,0.112885699,-1,-1,8,5391,2421,8237,9,0.070866142,0,9,0,18,0.002624672,229,331,4,564,9,-102,9,0.034703131,18,4748,0,2457,124,0,7329,2291,0.093011354,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2847,14044,2,2847,open
7860,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/PowerTableModel.java,2146,TRUE,63,22,2231,1,0,249,1,45,0.549019608,183,42,0.229508197,1,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,STYLE,0.091503268,REC_CATCH_EXCEPTION,20,3,1,0.01744186,0.002906977,0.001453488,-1,0.214285714,0.008017493,0.386363636,0.433865448,-0.553571429,0.183006536,0.163398693,0.433865448,-1,-1,26,10915,4706,13761,9,0.070866142,0,9,0,18,0.002624672,229,331,4,564,9,-102,9,0.034703131,18,4748,0,2457,124,0,7329,2291,0.093011354,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2847,14044,2,2847,open
7206,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/TextBoxDialoger.java,1723,TRUE,37,9,2231,3,8,249,3,45,0.456896552,141,49,0.34751773,0.135135135,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,STYLE,0.017973856,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.01744186,0.001453488,0.001453488,-1,0.090909091,0.003935458,0.386363636,0.433865448,-0.818181818,0.183006536,0.163398693,0.433865448,-1,-1,3,4326,1700,7172,9,0,0,9,0,18,0.002624672,27,1,1,29,0,26,0,0.192174666,0,4748,0,2457,124,0,7329,2291,0.093011354,2004,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4849,14044,2,2847,open
4821,org/apache/jmeter/gui/util,org/apache/jmeter/gui/util/TristateCheckBox.java,936,TRUE,0,14,2231,6,0,249,1,45,0.819628647,258,62,0.240310078,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,STYLE,0.133986928,BC_UNCONFIRMED_CAST,20,3,1,0.01744186,0.001453488,0.001453488,-1,0.170731707,0.006742019,0.386363636,0.433865448,-0.634146341,0.183006536,0.163398693,0.433865448,-1,-1,7,1975,936,4821,9,0,0,9,0,18,0.002624672,64,34,7,105,0,30,0,0.319126819,0,4748,0,2457,124,0,7329,2291,0.093011354,784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3629,14044,2,2847,open
8608,org/apache/jmeter/modifiers,org/apache/jmeter/modifiers/BSFPreProcessor.java,2604,TRUE,0,1,254,1,7,47,1,10,0.58,28,17,0.607142857,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,STYLE,0.196078431,RI_REDUNDANT_INTERFACES,20,3,0,0.00872093,0.001453488,0,0,0.833333333,0.006613757,0.386363636,0.433865448,0.666666667,0.183006536,0.163398693,0.433865448,0.666666667,1,3,5762,2604,8608,1,0,0,3,-2,4,0.021296296,2,0,3,5,0,2,0,0.001302747,0,322,0,487,71,0,880,-165,0.044845376,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4850,14044,2,2847,open
10273,org/apache/jmeter/modifiers,org/apache/jmeter/modifiers/BeanShellPreProcessor.java,3304,TRUE,0,2,254,1,5,47,1,10,0.5,38,19,0.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,STYLE,0.196078431,RI_REDUNDANT_INTERFACES,20,3,0,0.00872093,0.001453488,0,0,0.833333333,0.006613757,0.386363636,0.433865448,0.666666667,0.183006536,0.163398693,0.433865448,0.666666667,1,15,7982,3395,10828,1,0,0,3,-2,4,0.021296296,19,77,41,137,0,-58,0,0.055458489,0,322,0,487,71,0,880,-165,0.044845376,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4850,14044,2,2847,open
13709,org/apache/jmeter/modifiers,org/apache/jmeter/modifiers/CounterConfig.java,4689,TRUE,0,25,254,3,6,47,1,10,0.253112033,159,40,0.251572327,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,STYLE,0.196078431,RI_REDUNDANT_INTERFACES,20,3,0,0.00872093,0.002906977,0,0,0.833333333,0.006613757,0.386363636,0.433865448,0.666666667,0.183006536,0.163398693,0.433865448,0.666666667,0,43,10663,4471,13509,1,0.133333333,0,3,-2,4,0.021296296,121,170,9,300,2,-49,0,0.082887947,2,322,0,487,71,-2,880,-165,0.044845376,30,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2875,14044,2,2847,open
