F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-List<String>,F16-List<PeekingResultIterator>,F16-PDataType,F16-Expression,F16-Boolean,F16-PMetaData,F16-PreparedStatement,F16-NA,F16-void,F16-int,F16-boolean,F16-String,F16-Date,F16-ParseNode,F16-KeyRange,F16-PhoenixArray,F16-MutationState,F16-Void,F16-PhoenixConnection,F16-ParameterMetaData,F3-TEST_PROPERTIES,F3-NA,F3-SortOrder.DESC,F3-SortOrder.ASC,F3-null,F3-byte[],F3-getUrl(),F3-Object,F3-boolean,F3-PhoenixArray,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F3-PDataType,F7-|,F7--,F7-++,F7-|=,F7-%,F7-+=,F7-NA,F7-*,F7-/=,F7-+,F12-long,F12-int,F12-PTimestamp,F12-PDouble,F12-NA,F12-VerifyingIndexCodec,F12-Queue<TableStateVerifier>,F12-boolean,F12-List<FunctionArgument>,F12-HTable,F12-PName,F12-BigDecimal,F12-Tuple,F12-byte[],F12-String,F12-KeySlot,F12-PInteger,F12-PBoolean,F12-KeyRange,F12-PeekingResultIterator,F17-static,F17-final,F17-static-final,F17-NA,F2-ResultSet,F2-StringToArrayFunctionTest,F2-Class,F2-ArrayPrependFunctionTest,F2-QueryCompilerTest,F2-RowValueConstructorIT,F2-NA,F2-ToCharFunctionIT,F2-BigDecimal,F2-TenantIdTypeIT,F2-Wrapper,F2-Object,F2-Connection,F2-String,F2-PhoenixUtil,F2-PreparedStatement,F2-QueryMoreIT,F2-DriverManager,F2-Statement,F2-File,F6-java.sql.Date,F6-org.apache.phoenix.coprocessor.Delete,F6-NA,F6-org.apache.phoenix.expression.PhoenixArray,F6-java.io.FileOutputStream,F6-java.util.HashMap<java.lang.String java.lang.Object>,F6-java.util.Properties,F6-java.math.BigDecimal,F6-java.io.PrintWriter,F6-org.apache.phoenix.hbase.index.balancer.HBaseAdmin,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-PhoenixArray.PrimitiveBytePhoenixArray,F6-java.util.concurrent.CountDownLatch,F6-java.lang.Double,F6-java.io.BufferedReader,F6-org.apache.phoenix.schema.types.PhoenixArray,F6-org.apache.phoenix.mapreduce.Path,F6-org.apache.phoenix.expression.ImmutableBytesPtr,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-final-final,F14-NA,F14-final,F1-executeQuery,F1-NA,F1-close,F1-prepareStatement,F1-getUrl,F1-pushFollow,F1-deepCopy,F1-execute,F1-get,F1-getConnection,F1-format,F1-test,F1-toUpperCase,F1-match,F1-nextConnection,F1-getSqlType,F1-closeStmtAndConn,F1-toObject,F1-createStatement,F1-assertTrue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-PDataType,F5-java.io.Writer,F5-java.util.zip.ZipOutputStream,F5-java.text.NumberFormat,F5-PWholeNumber,F5-PhoenixStatement,F5-java.util.Hashtable,F5-PSmallint.ShortCodec,F5-BaseCodec,F5-java.util.Date,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-PRealNumber,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-duration,F9-query,F9-tableName,F9-columns,F9-intersection,F9-a,F9-b,F9-hbaseRootDir,F9-startTime,F9-statement,F9-msg,F9-minKey,F9-info,F9-firstPlan,F9-end,F9-fs,F9-rowCount,F9-NA,F9-conf,F9-parameterCount,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-Connection,F4-byte[],F4-ResultSetMetaData,F4-void,F4-Array,F4-List,F4-Map<String Object>,F4-T,F4-String,F4-int,F4-Class,F4-QueryPlan,F8-RunTime,F8-KeyRangeCoalesceTest,F8-MultiDeleteMutationPlan,F8-ColumnReference,F8-WALReplayWithIndexWritesAndCompressedWALIT,F8-QueryVerifier,F8-StatisticsCollector,F8-Info,F8-Scenario,F8-PhoenixConnection,F8-PairInt,F8-PhoenixPreparedStatement,F8-PhoenixPigDBWritable,F8-KeyRangeUnionTest,F8-PhoenixHBaseLoader,F8-ListMatchingVerifier,F8-MultiMutation,F8-NA,F8-KeyRangeIntersectTest,F8-CompressedIndexKeyValueDecoder,F11-onConditions,F11-rowCount,F11-tuple,F11-NA,F11-numRecordsRead,F11-delegate,F11-elapsedDurationInMs,F11-MAX_DOUBLE_AS_BIG_DECIMAL,F11-kvBuilder,F11-args,F11-functionName,F11-INSTANCE,F11-className,F11-type,F11-startTime,F11-put,F11-singleValueOnly,F11-slot,F11-jarPath,F11-table,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-jyates@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-rajeshbabu.chintaguntla@huawei.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-mujtaba@apache.org,F71-wei.xue@intel.com,F74,F73,F84,F146,label
1975,org/apache/phoenix/compile,org/apache/phoenix/compile/PostDDLCompiler.java,613,TRUE,0,3,11394,4,0,828,1,174,0.912408759,201,54,0.268656716,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,2,STYLE,8.90E-04,RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,20,3,2,0.080016192,2.70E-04,2.70E-04,-1,0,0,0.155507559,0.330150806,-1,0,0.03202847,459.6220302,-0.97301855,-1,15,1080,613,1977,887,0.002477291,22,242,645,1151,0.022206649,200,11,0,211,0,189,3,0.019386065,3,21370,0,2521,669,3,24560,18849,0.047754257,206,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1101,1977,6,904,open
1977,org/apache/phoenix/compile,org/apache/phoenix/compile/ProjectionCompiler.java,613,TRUE,0,12,11394,6,0,828,1,174,0.925311203,605,76,0.125619835,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,2,STYLE,4.45E-04,NS_NON_SHORT_CIRCUIT,20,3,1,0.080016192,2.70E-04,1.35E-04,-1,0,0,0.155507559,0.330150806,-1,0,0.03202847,459.6220302,-0.97301855,0,27,1080,613,1977,887,0.143478261,22,242,645,1151,0.022206649,549,84,37,670,19,465,64,0.121426586,99,21370,16,2521,669,45,24560,18849,0.047754257,24,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,919,1977,6,904,open
1977,org/apache/phoenix/compile,org/apache/phoenix/compile/ProjectionCompiler.java,613,TRUE,0,12,11394,6,20,828,1,174,0.860304288,605,76,0.125619835,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,2,PERFORMANCE,0.070284698,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.080016192,2.70E-04,0,0,0.139240506,0.009987716,0.133928571,0.034642974,-0.721518987,0,0.013345196,481.2633929,-0.97301855,0,27,1080,613,1977,887,0.143478261,22,242,645,1151,0.022206649,549,84,37,670,19,465,64,0.121426586,99,21370,16,2521,669,45,24560,18849,0.047754257,24,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,919,1977,6,904,close
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,10,120,11394,1,0,828,1,174,0.584258812,1855,77,0.041509434,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,BAD_PRACTICE,0.006672598,DE_MIGHT_IGNORE,19,3,1,0.080016192,0.031574686,1.35E-04,-1,0.2,0.005333333,0.163636364,0.185950809,-0.6,0,0.040035587,429.5872727,-0.97301855,-1,40,1037,598,1934,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,914,1977,6,904,open
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,10,120,11394,1,0,828,1,174,0.595364558,1855,77,0.041509434,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,BAD_PRACTICE,0.006672598,DE_MIGHT_IGNORE,19,3,1,0.080016192,0.031574686,1.35E-04,-1,0.2,0.005333333,0.163636364,0.185950809,-0.6,0,0.040035587,429.5872727,-0.97301855,-1,40,1037,598,1934,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,914,1977,6,904,open
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,51,120,11394,1,10,828,1,174,0.74843071,1855,77,0.041509434,0.163398693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,CORRECTNESS,0.004003559,NP_NULL_ON_SOME_PATH_EXCEPTION,11,2,1,0.080016192,0.031574686,1.35E-04,-1,0.111111111,0.004938272,0.102941176,0.120089515,-0.777777778,0,0.006227758,349.1544118,-0.97301855,-1,14,341,227,1238,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,914,1977,6,904,open
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,51,120,11394,1,10,828,1,174,0.769193626,1855,77,0.041509434,0.163398693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,CORRECTNESS,0.004003559,NP_NULL_ON_SOME_PATH_EXCEPTION,11,2,1,0.080016192,0.031574686,1.35E-04,-1,0.111111111,0.004938272,0.102941176,0.120089515,-0.777777778,0,0.006227758,349.1544118,-0.97301855,-1,14,341,227,1238,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,914,1977,6,904,open
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,51,120,11394,1,10,828,1,174,0.731047803,1855,77,0.041509434,0.163398693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,CORRECTNESS,0.004003559,NP_NULL_ON_SOME_PATH_EXCEPTION,11,2,1,0.080016192,0.031574686,1.35E-04,-1,0.111111111,0.004938272,0.102941176,0.120089515,-0.777777778,0,0.006227758,349.1544118,-0.97301855,-1,14,341,227,1238,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,914,1977,6,904,open
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,51,120,11394,1,10,828,1,174,0.739739256,1855,77,0.041509434,0.163398693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,CORRECTNESS,0.004003559,NP_NULL_ON_SOME_PATH_EXCEPTION,11,2,1,0.080016192,0.031574686,1.35E-04,-1,0.111111111,0.004938272,0.102941176,0.120089515,-0.777777778,0,0.006227758,349.1544118,-0.97301855,-1,14,341,227,1238,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,914,1977,6,904,open
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,18,120,11394,1,8,828,1,174,0.092708836,1855,77,0.041509434,0.111111111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,BAD_PRACTICE,0.164145907,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.080016192,0.031574686,1.35E-04,-1,0.211382114,0.005556657,0.163636364,0.185950809,-0.574525745,0,0.040035587,429.5872727,-0.97301855,-1,40,1037,598,1934,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,914,1977,6,904,open
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,26,120,11394,1,8,828,1,174,0.754225012,1855,77,0.041509434,0.076923077,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,BAD_PRACTICE,0.164145907,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.080016192,0.031574686,1.35E-04,-1,0.211382114,0.005556657,0.163636364,0.185950809,-0.574525745,0,0.040035587,429.5872727,-0.97301855,-1,40,1037,598,1934,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,914,1977,6,904,open
1934,org/apache/phoenix/compile,org/apache/phoenix/compile/QueryCompilerTest.java,598,TRUE,41,120,11394,1,8,828,1,174,0.657170449,1855,77,0.041509434,0.048780488,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,234,BAD_PRACTICE,0.164145907,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.080016192,0.031574686,1.35E-04,-1,0.211382114,0.005556657,0.163636364,0.185950809,-0.574525745,0,0.040035587,429.5872727,-0.97301855,-1,40,1037,598,1934,887,0.0202959,22,242,645,1151,0.022206649,1647,37,8,1692,3,1610,142,0.0570511,145,21370,0,2521,669,139,24560,18849,0.047754257,19,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,914,1977,6,904,open
